name,slug,lat,lng,country,wind_direction,water_type,difficulty,season,url
Baja California   Punta Abreojos,Baja_California___Punta_Abreojos,26.7062,-113.5784,Mexico,"WNW, NW, NNW","Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Baja_California___Punta_Abreojos
Baja California   Punta San Carlos,Baja_California___Punta_San_Carlos,29.6165,-115.499,Mexico,NW,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Baja_California___Punta_San_Carlos
Baja California   Rosarito,Baja_California___Rosarito,32.3583,-117.0683,Mexico,NNW,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Baja_California___Rosarito
Baja California   Rosarito Pier,Baja_California___Rosarito_Pier,32.3328,-117.0554,Mexico,NNW,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Baja_California___Rosarito_Pier
Bajeta,Bajeta,35.9941,-5.6784,Spain,E,"Medium wave, Big wave",Expert,,https://se.kiteforum.com/kitesurf/spot/Bajeta
Balagog Beach,Balagog_Beach,7.2335,99.5383,Thailand,"SSE, S, SSW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Balagog_Beach
Baleia,Baleia,-23.7743,-45.673,Brazil,"SSE, S, SSW, SW","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Baleia
Bali   Black Sand Beach,Bali___Black_Sand_Beach,-8.6683,115.2607,Indonesia,"E, ESE, SE","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bali___Black_Sand_Beach
Bali   Keramas,Bali___Keramas,-8.5981,115.339,Indonesia,No information,No information,No information,,https://se.kiteforum.com/kitesurf/spot/Bali___Keramas
Bali   Kuta Beach,Bali___Kuta_Beach,-8.7202,115.1689,Indonesia,No information,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bali___Kuta_Beach
Bali   Mediwi,Bali___Mediwi,-8.4215,114.8064,Indonesia,"ESE, SE, SW, WSW, W",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bali___Mediwi
Ballito,Ballito,-29.5415,31.218,South+Africa,"NE, SSW",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Ballito
Ballyheirnan,Ballyheirnan,55.2481,-7.7022,Ireland,W,"Shallow, Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Ballyheirnan
Ballynamona,Ballynamona,51.8437,-8.0214,Ireland,"ENE, E, ESE","Shallow, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Ballynamona
Ballywalter,Ballywalter,54.5392,-5.4836,Ireland,NE,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Ballywalter
Balneario Arroio do Silva,Balneario_Arroio_do_Silva,-28.9878,-49.4112,Brazil,"NE, S","Shallow, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Balneario_Arroio_do_Silva
Balneario Camboriu,Balneario_Camboriu,-26.9745,-48.6347,Brazil,NE,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Balneario_Camboriu
Balneario Gaivota,Balneario_Gaivota,-29.159,-49.5756,Brazil,"NE, S","Shallow, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Balneario_Gaivota
Baltrum,baltrum,53.7332,7.3806,Germany,"W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave, Medium wave, Big wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/baltrum
Banana Beach,Banana_Beach,-30.6599,30.5174,South+Africa,"NE, SSW",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Banana_Beach
Banana Island,Banana_Island,11.7709,120.1269,Philippines,"NNE, NE, ENE, E","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Banana_Island
Bandon,Bandon,43.0985,-124.4324,Oregon+(USA),NW,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bandon
Bang Nalang Island,Bang_Nalang_Island,7.0432,99.4736,Thailand,"N, NNE, NE, SSE, S, SSW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bang_Nalang_Island
Bang Saphan Noi,Bang_Saphan_Noi,11.0897,99.4911,Thailand,"NE, SE","Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bang_Saphan_Noi
Bangui,Bangui,18.5286,120.7063,Philippines,NE,"Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bangui
Banquito San Andres,Banquito_San_Andres,-32.959,-60.6034,Argentina,"ENE, E, S, SSW, SW, WSW, W","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Banquito_San_Andres
Barangay Qurino,Barangay_Qurino,16.7621,120.3364,Philippines,NW,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barangay_Qurino
Baranovo80,Baranovo80,51.3997,37.7559,Russia,"ENE, E, ESE, SE, SSE, S","Shallow, Flat, Chop","Beginner, Intermediate",,https://se.kiteforum.com/kitesurf/spot/Baranovo80
Barbate,Barbate,36.1863,-5.9191,Spain,W,"Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barbate
Barletta,Barletta,41.3296,16.2592,Italy,"N, NNE, NE, ENE, E, W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barletta
Barn Island,Barn_Island,41.3304,-71.8956,Connecticut+(USA),"SSE, S, SSW, SW, WSW, W, WNW, NW","Shallow, Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barn_Island
Barnstable beach pt,Barnstable_beach_pt,41.7237,-70.2727,Massachusetts+(USA),No information,"Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barnstable_beach_pt
Barra De Navidad3b,Barra_De_Navidad3b,19.199,-104.685,Mexico,No information,"Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_De_Navidad3b
Barra Nova  Alagoas,Barra_Nova__Alagoas_,-9.7192,-35.8009,Brazil,"E, ESE, SE, SSE, S","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_Nova__Alagoas_
Barra Rio Ararangua,Barra_Rio_Ararangua,-28.8982,-49.3107,Brazil,"NE, S","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_Rio_Ararangua
Barra Vieja,Barra_Vieja,16.695,-99.6529,Mexico,W,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_Vieja
Barra da Lagoa,Barra_da_Lagoa,-27.5728,-48.4259,Brazil,NE,"Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_da_Lagoa
Barra da Lagoa do Peixe,Barra_da_Lagoa_do_Peixe,-31.3588,-51.0421,Brazil,"NE, S","Shallow, Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_da_Lagoa_do_Peixe
Barra de Camaratuba,Barra_de_Camaratuba,-6.593,-34.9663,Brazil,"NE, SE","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_de_Camaratuba
Barra del Ostion,Barra_del_Ostion,23.4073,-97.7676,Mexico,E,"Shallow, Flat, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_del_Ostion
Barra del Tordo,Barra_del_Tordo,23.0562,-97.7625,Mexico,"N, E, S","Shallow, Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_del_Tordo
Barra do Cunhau6a,Barra_do_Cunhau6a,-6.3114,-35.0357,Brazil,"E, ESE, SE","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate",,https://se.kiteforum.com/kitesurf/spot/Barra_do_Cunhau6a
Barra do Sahy,Barra_do_Sahy,-19.88,-40.0852,Brazil,NE,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_do_Sahy
Barra do Trairi,Barra_do_Trairi,-3.2922,-39.1888,Brazil,"E, ESE, SE","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_do_Trairi
Barra do Una,Barra_do_Una,-23.7627,-45.7718,Brazil,"SSE, S, SSW, SW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_do_Una
Barra do Una Prelado,Barra_do_Una_Prelado,-24.4443,-47.0743,Brazil,"ENE, E, ESE, SE, SSE, S, SSW, SW","Shallow, Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barra_do_Una_Prelado
Barranquilla,Barranquilla,11.062,-74.8443,Colombia,"N, NNE, NE",Flat,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barranquilla
Barre d Etel,Barre_d_Etel,47.6443,-3.2122,France,"SW, WSW, W","Shallow, Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barre_d_Etel
Barreiras do Boqueirao,Barreiras_do_Boqueirao,-9.1272,-35.2817,Brazil,"E, ESE, SE","Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barreiras_do_Boqueirao
Barrinha,Barrinha,-28.0855,-48.632,Brazil,"NE, SE, SSE",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barrinha
Barrinhaaa,Barrinhaaa,-2.8087,-40.3528,Brazil,"ENE, E, ESE","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barrinhaaa
Barrote,Barrote,-20.1507,-40.1847,Brazil,"N, NNE","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barrote
Barsebaeck Strand,Barsebaeck_Strand,55.771,12.9258,Sweden,"SW, NW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Barsebaeck_Strand
Barther Bodden / Fuhlendorf,barther_bodden___fuhlendorf,54.357,12.5929,Germany,"N, NNE, NE, NW, NNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/barther_bodden___fuhlendorf
Barther Bodden / Michaelsdorf,barther_bodden___michaelsdorf,54.3706,12.5702,Germany,No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/barther_bodden___michaelsdorf
Barther Bodden / Pruchten,barther_bodden___pruchten,54.3842,12.6583,Germany,No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/barther_bodden___pruchten
Baru   Playa Blanca,Baru___Playa_Blanca,10.2233,-75.6084,Colombia,"N, NNE, NNW","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Baru___Playa_Blanca
Barview Beach,Barview_Beach,45.5711,-123.9574,Oregon+(USA),"N, NW, NNW","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Barview_Beach
Bassin d Arcachon   Andernos les Bains,Bassin_d_Arcachon___Andernos_les_Bains,44.7333,-1.0923,France,"SW, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bassin_d_Arcachon___Andernos_les_Bains
Bassin d Arcachon   Arbousiers,Bassin_d_Arcachon___Arbousiers,44.6459,-1.2004,France,"SW, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bassin_d_Arcachon___Arbousiers
Bassin d Arcachon   Claouey,Bassin_d_Arcachon___Claouey,44.7469,-1.1731,France,"NE, SE","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bassin_d_Arcachon___Claouey
Bastendorff Beach,Bastendorff_Beach,43.3453,-124.3484,Oregon+(USA),NW,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bastendorff_Beach
Batbatan Island   Kawit Beach,Batbatan_Island___Kawit_Beach,11.4747,121.9311,Philippines,NE,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Batbatan_Island___Kawit_Beach
Baterias,Baterias,-4.4591,-81.2998,Peru,SW,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Baterias
Bathtub Beach,Bathtub_Beach,27.186,-80.1601,Florida+(USA),No information,"Shallow, Flat, Chop, Small wave, Medium wave",Expert,,https://se.kiteforum.com/kitesurf/spot/Bathtub_Beach
Battery,Battery,-34.1498,18.3198,South+Africa,"SE, SSE, S",Medium wave,Expert,,https://se.kiteforum.com/kitesurf/spot/Battery
Bay Front Park,Bay_Front_Park,38.6787,-76.5312,Maryland+(USA),"NNE, NE, ESE, SE, SSE","Shallow, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bay_Front_Park
Bayly Road,Bayly_Road,-39.2427,173.7758,New+Zealand,"N, NNE, NE, SE, SSE, S",Medium wave,Expert,,https://se.kiteforum.com/kitesurf/spot/Bayly_Road
Bayswater Sand Spit,Bayswater_Sand_Spit,-36.8132,174.7711,New+Zealand,"NE, WSW, W, WNW","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bayswater_Sand_Spit
Beach Break,Beach_Break,52.2531,4.4359,Netherlands,"N, NNE, SW, WSW, W, WNW, NW, NNW",Medium wave,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Beach_Break
Beachen,Beachen,59.4219,10.6349,Norway,"SE, SSE, S","Flat, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Beachen
Bear Lake   North Beach,Bear_Lake___North_Beach,42.1175,-111.2917,Idaho+(USA),"SE, SSE, S, SSW, SW","Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bear_Lake___North_Beach
Behrensdorf,behrensdorf,54.3583,10.6119,Germany,No information,Small wave,No information,,https://se.kiteforum.com/spot/behrensdorf
Belderra Strand,Belderra_Strand,54.2086,-10.0635,Ireland,"W, WNW, NW, NNW","Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Belderra_Strand
Belhaven Bay,Belhaven_Bay,56.0063,-2.562,Scotland+(UK),"N, E, NW, NNW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Belhaven_Bay
Belio Lake,Belio_Lake,54.6498,90.1706,Russia,"W, WNW, NW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Belio_Lake
Bellevue Beach,Bellevue_Beach,47.634,-53.7637,Canada,"SE, SSE, S, SSW, SW, WSW, W, WNW, NW","Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bellevue_Beach
Belmullet,Belmullet,54.224,-10.0561,Ireland,No information,"Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Belmullet
Benavides,Benavides,36.0597,-5.7131,Spain,"E, W","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Benavides
Bergkvara,Bergkvara,56.3781,16.0921,Sweden,No information,Flat,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bergkvara
Berkeley Island County Park,Berkeley_Island_County_Park,39.8734,-74.1312,New+Jersey+(USA),"NE, ESE, SE, SSE","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Berkeley_Island_County_Park
Berzciems,Berzciems,57.2459,23.1754,Latvia,"SW, WSW, W, WNW, NW","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Berzciems
Bethells Beach,Bethells_Beach,-36.8929,174.4431,New+Zealand,SW,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bethells_Beach
Betty s Bay,Betty_s_Bay,-34.3591,18.9063,South+Africa,"SE, SSE, S, SSW, SW",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Betty_s_Bay
Beverly Beach,Beverly_Beach,44.7264,-124.0585,Oregon+(USA),"N, NW, NNW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Beverly_Beach
Bex d Andaine,Bex_d_Andaine,48.6866,-1.5037,France,"SW, W, NW","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bex_d_Andaine
Big Manly,Big_Manly,-36.6281,174.7581,New+Zealand,"NE, NW",Chop,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Big_Manly
Bilene,Bilene,-25.2849,33.2569,Mozambique,"NE, SE, SW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bilene
Biloxi,Biloxi,30.3927,-88.9361,Mississippi+(USA),SE,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Biloxi
Bilstranden Mellbystrand,bilstranden_mellbystrand,56.5047,12.9402,Sweden,"SW, WSW, W, WNW, NW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/bilstranden_mellbystrand
Bintan   Nirwana Garden,Bintan___Nirwana_Garden,1.1797,104.3145,Indonesia,NE,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bintan___Nirwana_Garden
Bjellanstrand,Bjellanstrand,58.4561,8.8851,Norway,No information,"Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/Bjellanstrand
Bjoerkaeng,Bjoerkaeng,57.0075,12.3485,Sweden,"SSE, S, SSW, SW, WSW, W, WNW, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Bjoerkaeng
Bjoerkenaes Camping,Bjoerkenaes_Camping,56.1605,15.9232,Sweden,"NE, ENE, E, ESE, SE, SSE, S",Chop,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bjoerkenaes_Camping
Black Rockae,Black_Rockae,-30.2686,30.764,South+Africa,NE,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Black_Rockae
Blavand,bl__vand,55.549,8.1114,Denmark,"E, ESE, SE, SSE, S, SSW, SW, WSW, W","Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/bl__vand
Block Island   Great Salt Pond,Block_Island___Great_Salt_Pond,41.2001,-71.5751,Rhode+Island+(USA),"NE, SE, S, SSW, SW, WSW, W","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Block_Island___Great_Salt_Pond
Block Island   Mansion Beach,Block_Island___Mansion_Beach,41.1972,-71.5638,Rhode+Island+(USA),"NE, SE",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Block_Island___Mansion_Beach
Blokhus Strand,blokhus_strand,57.254,9.578,Denmark,"N, SW, WSW, W, NNW","Chop, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/blokhus_strand
Blue Azul Lagoon,Blue_Azul_Lagoon,-2.8514,-40.4389,Brazil,NE,"Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Blue_Azul_Lagoon
Blue Lagoon4f,Blue_Lagoon4f,18.6232,120.8588,Philippines,NE,Small wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Blue_Lagoon4f
Blue Venado,Blue_Venado,20.547,-87.1571,Mexico,"NE, SE","Shallow, Flat, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Blue_Venado
Boa Vista   Buccaneers Beach,Boa_Vista___Buccaneers_Beach,16.1607,-22.9091,Cape+Verde,NE,"Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Boa_Vista___Buccaneers_Beach
Boa Vista   Ponta Antonia,Boa_Vista___Ponta_Antonia,16.2209,-22.776,Cape+Verde,NE,"Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Boa_Vista___Ponta_Antonia
Boa Vista   Shipwrecks,Boa_Vista___Shipwrecks,16.2025,-22.8624,Cape+Verde,NE,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Boa_Vista___Shipwrecks
Boatgarden,Boatgarden,58.5233,13.1331,Sweden,"NNE, NE, ENE, E","Shallow, Flat, Chop, Small wave","Beginner, Intermediate",,https://se.kiteforum.com/kitesurf/spot/Boatgarden
Boca Paila,Boca_Paila,20.0038,-87.477,Mexico,"N, NNE, NE, ENE, E, ESE, SE","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Boca_Paila
Boca Raton South beach,Boca_Raton_South_beach,26.3514,-80.0693,Florida+(USA),"N, NNE, NE, SE, SSE, S","Shallow, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Boca_Raton_South_beach
Boca Reservoir,Boca_Reservoir,39.4032,-120.0903,California+(USA),No information,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Boca_Reservoir
Boca de Iguana,Boca_de_Iguana,19.306,-104.8165,Mexico,No information,"Flat, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Boca_de_Iguana
Boca de Pascuales,Boca_de_Pascuales,18.8563,-103.962,Mexico,No information,"Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Boca_de_Pascuales
Bodega Bay,Bodega_Bay,38.3246,-123.0398,California+(USA),"SW, WSW, W, WNW, NW","Shallow, Flat, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bodega_Bay
Bodie Island   Jockey s Ridge State Park,Bodie_Island___Jockey_s_Ridge_State_Park,35.9548,-75.6354,North+Carolina+(USA),"S, SSW, SW, WSW, W, WNW, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bodie_Island___Jockey_s_Ridge_State_Park
Bodie Island   Nags Head,Bodie_Island___Nags_Head,35.9401,-75.6131,North+Carolina+(USA),NE,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bodie_Island___Nags_Head
Bodie Island   Windmill,Bodie_Island___Windmill,35.9158,-75.6059,North+Carolina+(USA),"SW, WSW, W, WNW, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Bodie_Island___Windmill
